,Unnamed: 0,near_fid,near_x,near_y,near_angle,heard,building,xcoor,ycoor,noise,in_vehicle,asleep,no_windows,age,distance,distance_log,sin_angle,cos_angle
957,1859,2924,2542432.1955,9963737.907,77.508997589,0,0,2527142.0,9894717,0,1,0,0,79,70694.24079464197,11.166119388802024,-0.0565034099302932,-0.998402406180118
2822,2827,30,2011233.1738,8252696.0124,73.46245764,1,0,2011153.0,8252426,0,0,0,0,62,281.6638676869837,5.640714401433715,0.2337041574099957,-0.9723077531364666
921,2724,30,2011233.1738,8252696.0124,-86.083212251,1,1,2011224.0,8252830,0,0,0,0,67,134.30128651693687,4.900085682909496,-0.4993409981882963,0.8664055444930601
3640,3229,3906,1851638.8728,9106026.7688,154.31057559,1,1,1852973.0,9105385,0,0,0,0,39,1480.460258984651,7.300108304212539,0.928439071694417,-0.371484710521455
3504,499,278,2006434.0793,8256641.3244,148.07314787,1,0,2007091.0,8256232,0,0,0,0,55,774.0098646166881,6.651584618491312,0.4435911041765193,0.8962292855600381
812,5457,2725,1927826.0434,8951674.6302,-102.28193546,1,0,1927891.0,8951973,0,0,0,0,57,305.3586374008487,5.7214869461557605,-0.9799359575646436,-0.1993126164392645
5162,2291,1590,1480936.6194,7526612.2484,-98.45980065,1,1,1481005.0,7527072,0,0,0,0,19,464.80903622777646,6.141626646458399,-0.2499028934997091,-0.9682709041484584
2651,5587,246,1999034.7841,8268168.3657,47.340432794,1,0,1997925.0,8266964,0,0,0,0,18,1637.7171574937242,7.401058573980124,0.8428677183654387,-0.5381208129569414
2420,4464,498,1937450.504,8543334.5475,-127.18530289,1,0,1949300.0,8558954,0,0,0,0,61,19605.556657585417,9.883568307977276,-0.918508780956518,0.3954005808111203
3430,4494,1989,1334380.9475,7924305.9845,-117.01687951,1,0,1334950.0,7925422,0,0,0,0,29,1252.7215748105898,7.133073723349392,-0.1058583774471199,0.994381216598676
782,5490,1367,1743622.7878,7602831.0151,-70.722148736,0,0,1732925.0,7633417,0,0,0,0,41,32402.85691288396,10.386001874216696,0.9847274698903776,-0.1741028720133454
3046,5266,4077,1985559.5598,8264077.0177,112.69025986,1,1,1985685.0,8263777,0,0,0,0,81,325.18589159000794,5.784396992937988,-0.9303763011145486,-0.3666059714794766
4247,5698,445,2021245.3601,8217086.1612,57.070731671,1,1,2021095.0,8216854,0,0,0,0,40,276.5989559948072,5.62256864480129,0.4299344706833543,0.9028600948752936
1334,1204,3976,2013651.4784,8281086.0607,57.69287197,1,0,2013506.0,8280856,0,0,0,0,39,272.198255966389,5.606530683019724,-0.9362676012479216,-0.3512876013375119
2627,18,845,1506799.254,7822308.8422,-147.6844737,1,0,1507288.0,7822618,0,0,0,0,19,578.3175579359331,6.3601231259966085,0.9164363054695353,-0.400180581759471
4148,5582,2857,2263288.6649,9309547.4658,94.793486662,1,0,2263376.0,9308506,0,0,0,0,67,1045.1212524211496,6.951888188692856,-0.9629030445518788,0.2698475991976259
512,2241,1545,1443840.4009,7477131.5143,-102.29659033,1,0,1443895.0,7477382,0,0,0,0,76,256.3672124616133,5.546610840354847,-0.9574580178761908,-0.2885725974596268
2551,45,2059,1342580.5185,7885653.1328,-103.85791699,1,0,1343326.0,7888675,0,0,0,0,51,3112.4626971707403,8.043169555856402,0.7787895789022405,0.627285255520382
2936,5234,3727,1441461.1695,7907423.1714,-7.2192601558,1,1,1441352.0,7907437,0,0,0,0,44,110.04185525615804,4.700860795748473,-0.9814055839297586,0.191945512663072
354,2927,4068,1984492.785,8269607.1713,139.0349213,1,1,1985214.0,8268981,0,0,0,0,28,955.1133823626832,6.86183005842058,0.2176606369032046,0.9760245115481944
1031,866,2749,1933309.5302,8933633.3922,-148.66828911,1,0,1936563.0,8935614,0,0,0,0,21,3808.920187786964,8.245101012672034,0.8710773733043324,-0.4911458130914125
1562,3969,2402,1791404.7868,8272528.0756,-169.21274491,1,0,1791903.0,8272623,0,1,0,0,81,507.1755459105808,6.228857188061991,-0.972727998201216,0.2319487907178119
1245,2649,1446,1447469.7502,7474730.6454,62.94980215,1,1,1447185.0,7474173,0,0,0,0,54,626.1398154892574,6.439573693588704,-0.3101990404856641,0.9506716337841228
1497,1461,411,1997674.5713,8227084.2373,-121.09314284,1,1,1997865.0,8227400,0,0,0,0,43,368.7399795179541,5.9100917330962055,-0.552394225566916,0.8335830010024959
2053,1512,1196,1821225.8312,7691504.1007,173.87701651,1,0,1821581.0,7691466,0,0,0,0,26,357.20657865446003,5.87831426611847,-0.6980911472872664,0.7160089036311966
1768,2486,2808,1627275.1068,9145380.1989,-38.684174422,1,0,1626536.0,9145972,1,0,0,0,18,946.8407488951094,6.85313091525944,0.9156821784426776,-0.4019031575920652
3199,5357,2806,1599848.2107,8868527.5668,-94.209549176,0,0,1607345.0,8970382,0,0,0,0,68,102129.95355086491,11.534001335768016,-0.9678748346273176,0.2514325048499953
4969,5703,2058,1345428.4051,7880284.1143,91.035541509,1,1,1345442.0,7879532,0,0,0,0,53,752.2371577965426,6.623051643641657,0.2214624328914582,0.9751689037381148
5266,5583,2278,1458228.4451,8254649.6312,93.178505703,1,0,1458314.0,8253109,0,0,0,0,57,1543.0049045050316,7.341487030909652,0.9007896118732686,0.4342557715692517
1487,1053,1202,1819951.7797,7691310.4567,-178.99253011,1,0,1820267.0,7691316,0,1,0,0,44,315.2690370254188,5.753426360096882,0.0469174731792059,0.998898769000382
514,890,37,2010406.07,8253116.1607,-36.699775584,1,0,2010252.0,8253231,0,0,0,0,42,192.1604270512924,5.258330580702707,0.9506198423956492,-0.3103577214178356
2731,3557,3283,1487892.1952,7467470.7318,-142.3114717,0,0,1501248.0,7477789,0,0,0,0,81,16877.327409955393,9.73372642682051,-0.9263327493716436,-0.3767063013032457
5261,1016,2772,1847714.3041,8959703.0058,-126.82529958,0,0,1876082.0,8997588,1,0,0,0,59,47328.62723774003,10.764870618417552,0.8901503923451897,0.4556668508984441
2274,4638,2808,1627275.1068,9145380.1989,-90.493013341,1,0,1627276.0,9145484,0,0,0,0,29,103.80494288618208,4.6425135889254046,-0.0438843752516045,-0.9990366167507456
5636,1979,4136,1369085.4667,8022760.006,127.11246209,0,0,1385251.0,8001395,0,1,0,0,72,26791.564871306928,10.195842373348832,0.6492669045869386,0.7605606396653032
3988,2906,2764,1933956.9645,8979148.9712,-55.80469754,1,0,1933624.0,8979639,0,0,0,0,49,592.4471141707135,6.384261610241878,0.9415228112261856,0.3369492483160345
2947,4040,253,2000449.7661,8258015.2101,-173.17490319,1,0,2001083.0,8258091,0,0,0,0,60,637.7533073621718,6.457951542993847,-0.8907302082215931,0.454532392862728
1208,4656,446,2025007.9589,8222669.8527,151.54481892,1,0,2025600.0,8222349,0,0,0,0,27,673.3937326604272,6.512330199675091,-0.2778983427274172,-0.960610488756684
3246,3381,1821,1328214.7383,7908266.4255,46.999602207,1,0,1327915.0,7907945,0,0,0,0,71,439.4967582782877,6.085630341166944,-0.0024994045305926,0.999996876483618
4438,5199,1791,1309412.8763,7909386.186,-11.537518711,0,0,1297745.0,7911768,0,0,0,0,33,11908.500127333258,9.385007720525914,0.2335596786011695,-0.9723424687483924
4365,1697,102,2009335.6219,8249213.7357,-125.09103555,1,0,2009470.0,8249405,0,0,0,0,19,233.7509491191304,5.45425622856325,-0.5413090780946268,0.8408236925612558
1251,1660,768,1802283.5953,8109434.7672,-158.17221404,0,0,1841734.0,8125236,0,0,0,0,34,42497.2162499333,10.65719385276572,-0.8829234559626088,0.4695169548706875
1912,4016,2733,1918022.0247,8958021.756,32.566526389,0,0,1893504.0,8942362,0,1,0,0,64,29092.292676399986,10.278228561597812,-0.4059312948381151,-0.913903596595971
4622,2398,3188,2037178.8529,7889520.7496,-141.34623245,0,0,2037568.0,7889832,0,1,0,0,84,498.3094188741399,6.21122120712385,-0.8227032082789629,-0.5684711347883034
4310,3653,2765,1928932.7819,8977733.1424,-34.652442133,0,0,1895231.0,9001028,0,0,0,0,79,40969.01870730416,10.6205714187604,0.8179405977181715,-0.5753026843362025
2818,2133,1825,1329790.4656,7906534.1677,155.29734938,1,1,1330193.0,7906349,1,0,0,0,43,443.0812795714721,6.093753228546232,0.956070858675722,-0.293135656635401
3724,572,213,2001884.229,8253380.4844,74.028221907,1,0,2001668.0,8252625,0,0,0,0,44,785.8191007382177,6.666726614207684,0.1763956495250137,0.9843193459587436
3433,3365,682,1838268.5113,8261067.6718,128.02517993,1,0,1838592.0,8260654,0,0,0,0,21,525.137407868376,6.26365995761959,0.1575509796209492,0.9875108550393152
439,3149,2853,2260649.9477,9303791.1731,-74.191302981,0,0,2260383.0,9304734,0,1,0,0,81,979.8896049547528,6.887439917314,-0.9327590815797546,0.3605003408188301
5434,2042,1972,1327619.9582,7906995.9531,-71.047480084,1,1,1327440.0,7907520,0,0,0,0,70,554.0849277387821,6.317317974165644,-0.2939207188935463,0.9558298023210516
4275,380,430,2016604.1167,8210970.3655,-40.875918659,1,0,2015753.0,8211707,1,0,0,0,46,1125.624281724819,7.026093077817696,0.7030135300795795,0.7111764735458058
5113,12,743,1726371.7176,8056908.506,167.59771951,1,0,1726756.0,8056824,1,0,0,0,55,393.46439100088713,5.974990570753537,-0.5761331148778381,-0.817355879614969
5552,3031,1340,1735011.6686,7590841.2516,128.16292404,1,0,1735316.0,7590454,0,0,0,0,50,492.5255351030988,6.1995463071931605,0.854029240795848,0.520225005036924
4198,5634,4013,1973394.7885,8315271.1357,-155.52498368,1,0,1976514.0,8316691,0,0,0,0,62,3427.17011718784,8.13949016090748,0.1563331850906876,-0.98770437644034
3373,794,263,2006126.3922,8259161.9476,-96.082214587,1,1,2006341.0,8261176,0,0,0,0,40,2025.453918944648,7.61354911192463,-0.4939001532868396,0.8695186246327541
4836,328,3714,1440991.9578,7909687.8326,-71.757767478,1,1,1440689.0,7910607,0,0,0,0,35,967.8079033584128,6.875033620639588,0.9988092965828876,0.0487851315422785
374,1336,734,1743053.9451,8051144.806,155.35116932,1,0,1743424.0,8050975,0,0,0,0,55,407.1544014867602,6.009192478334286,0.8046767081449442,-0.5937132265404033
2813,2003,1499,1453740.5999,7474663.4949,17.191004355,1,0,1452417.0,7474254,0,0,0,0,64,1385.497300035742,7.2338144155719695,0.9320810251486666,0.3622498620535425
1835,4072,2723,1925814.3889,8952174.2199,-43.979003549,1,1,1925283.0,8952687,0,0,0,0,75,738.4562234812944,6.604561822599409,0.1315422538663077,0.991310564579926
4300,937,1548,1440064.3324,7465487.8607,84.376111644,1,1,1439932.0,7464144,0,0,0,0,26,1350.3604870901868,7.208126863261197,0.7021506689573767,-0.7120283969637085
3741,4539,221,1990484.2227,8258627.2181,-133.86055546,1,0,1990780.0,8258935,0,0,0,0,68,426.86521193787706,6.056468300487649,0.7682839079109478,0.6401092382125744
4091,3659,2556,1617475.8748,8623481.5046,77.71361693,0,0,1592747.0,8509935,1,1,0,0,80,116208.11484466917,11.663137956113646,-0.9739842532621498,-0.2266156975969946
195,3827,694,1896411.238,8258298.7108,165.04702319,1,0,1899986.0,8257344,0,0,0,0,63,3700.053522353494,8.216102564028636,0.2911755634456112,0.9566696353768792
4842,933,52,2012445.9998,8254987.3648,-80.62503462,1,1,2012347.0,8255587,0,0,0,0,33,607.752691050844,6.409768041077576,0.7072605770636534,-0.7069529518515273
210,881,210,1998337.7015,8252613.9498,-88.618047067,1,0,1998326.0,8253099,0,0,0,0,66,485.1913247603283,6.184543297191024,0.6755508838444954,-0.7373133684783704
2508,2304,16,2008653.9013,8256292.3791,-142.05208616,1,1,2009083.0,8256627,0,0,0,0,35,544.1478117743148,6.299220922769131,-0.3214562831769226,0.9469244204296762
4232,3324,3175,1842225.1399,8011879.9904,-65.907623164,0,0,1830721.0,8037607,1,1,0,0,56,28181.98463198235,10.246438209941664,0.5483758539152113,0.8362319790840117
4656,5657,3510,1469006.287,7433498.9801,145.9091104,1,0,1469844.0,7432932,0,0,0,0,42,1011.5480730866456,6.919237182009983,-0.5405377892931527,0.8413197360968488
3384,2228,2133,1244070.2277,8169668.0933,-98.239324969,0,0,1247669.0,8194521,0,0,0,0,44,25112.111291290523,10.13110553030914,-0.9977514362383358,0.0670229176053838
5482,686,3462,1426225.8726,7561646.8703,-76.801843712,0,0,1425701.0,7563885,0,1,0,0,69,2298.8509739116435,7.7401647005271395,0.9474130105828696,0.3200134174973031
1311,3583,3486,1398156.5517,7596132.5811,176.55542657,1,0,1398648.0,7596103,0,0,0,0,75,492.3377631770191,6.199164991474151,-0.3412584664610955,-0.93996949900974
3819,4066,725,1746199.9454,8048367.1829,155.15847291,1,0,1746695.0,8048138,0,0,0,0,54,545.5308044773029,6.301759273847954,0.8391478862136427,0.543903323269104
2391,2223,2759,1926927.3613,8973238.955,66.426145001,1,0,1926457.0,8972161,0,0,0,0,54,1176.1065999996945,7.069964770608692,0.4475686796584711,-0.8942495607987587
2790,2747,2853,2260649.9477,9303791.1731,-114.87542606,1,1,2260897.0,9304324,0,0,0,0,58,587.3153703919936,6.375561933464734,0.7052113150381389,0.7089971799254062
1654,5408,538,1964992.1707,8371629.9674,-118.0003363,1,0,1965383.0,8372365,0,0,0,0,72,832.4785071103606,6.724407404236475,-0.0021130336463623,0.9999977675419128
825,2074,2813,1629493.7043,9142158.3147,-167.43234759,1,1,1629896.0,9142248,1,0,0,0,37,412.1714246214821,6.021439341990943,-0.4123869480391676,-0.9110087843083298
2546,1484,3881,1800217.3943,8978385.2134,22.451823391,1,0,1800062.0,8978321,0,0,0,0,27,168.1390769932863,5.124791476179096,0.2981009802222431,-0.954534339660202
494,2184,2784,1921795.978,9143610.4497,-168.82192679,1,0,1924243.0,9144094,0,0,0,0,44,2494.34110761036,7.821779888182893,0.8996062261596621,0.4367020012030753
2630,2120,744,1734064.5624,8052397.3885,81.159962579,1,1,1733911.0,8051410,0,0,0,0,79,999.2584553691212,6.907013459271041,0.8442019169197288,0.5360253011463687
2234,4715,143,2011255.6603,8239516.9731,69.895112252,1,0,2011140.0,8239201,0,0,0,0,44,336.47630662464616,5.818527735386319,-0.6123496048316621,0.7905870992259533
2119,2362,3492,1540893.1858,7446241.8739,-81.244957799,1,0,1540881.0,7446321,0,0,0,0,36,80.05893718287388,4.3827630782186775,-0.9994981964558168,0.031675783835123
3292,557,2562,1739153.8668,8540113.8325,-164.36634739,1,0,1740080.0,8540373,0,0,0,0,35,961.7122736030752,6.868715314040112,-0.7444856550663489,-0.6676384571011689
4776,2836,3012,2416263.6865,9830225.306,-162.53342208,1,0,2416482.0,9830294,1,0,0,0,75,228.86600865646253,5.433136717270353,0.2084570850638376,-0.9780315146694856
3509,2684,1668,1431810.1035,7698740.9135,-114.85832431,0,0,1444796.0,7726770,0,0,0,0,47,30891.150802992222,10.338225040090556,0.7771816397008853,0.6292763295340477
684,3008,513,1964437.0203,8368818.4096,-53.389734058,1,0,1964103.0,8369268,0,0,0,0,59,560.0902503921359,6.3280979321586175,-0.6387105982858104,-0.7694470557727686
4440,1429,552,1965566.1339,8358721.6962,-149.08302669,1,1,1966121.0,8359054,0,0,0,0,60,646.7628656807314,6.471979713687346,-0.4983305045432105,0.8669871442193992
5145,4739,764,1801092.9221,8092648.3777,55.22929909,1,1,1800858.0,8092310,0,0,0,0,51,411.9318644215164,6.020857958055462,0.991553121234713,0.1297012250123285
2967,2424,3856,1905827.6424,8798444.4277,-153.31125207,1,0,1907639.0,8799355,0,0,0,0,71,2027.3525269684155,7.614486046953725,-0.926851712834162,-0.3754276260697659
2734,1477,3768,1693904.0522,8240579.578,25.700983248,0,0,1693506.0,8240388,0,1,0,0,45,441.75523087878713,6.090755952394638,-0.9529474399821634,-0.3031355746715342
2853,4451,2098,1273225.3588,8025212.0859,140.54107715,1,1,1273302.0,8025149,1,0,0,0,18,99.26582652796704,4.597801368093671,-0.2552394475239338,-0.9668778746189598
2303,4500,369,1940111.1512,8190195.0072,89.199287887,0,0,1939864.0,8172511,0,1,0,0,39,17685.734204870005,9.78051361646174,0.9496643545297028,0.3132692352205733
1977,5024,1520,1448159.8198,7479962.7006,-133.29005043,1,0,1448243.0,7480051,0,0,0,0,54,121.3084074266608,4.7983361245675695,-0.9685043123715804,-0.2489967809383324
635,668,2679,1918832.7644,8553614.7223,40.015439888,0,0,1916838.0,8551940,0,0,0,0,32,2604.5690226266283,7.865022498130552,0.0968595819045797,0.9952980565605812
1743,3711,3453,1416105.3724,7574267.9374,-11.520895834,0,1,1414334.0,7574629,1,0,0,1,62,1807.7960008254172,7.499863703184309,0.1309155257849982,-0.9913935268643008
5209,922,3172,1780047.4158,8011570.2038,25.311601632,0,0,1750699.0,7997690,0,0,0,0,72,32465.20548986615,10.38792419450414,0.926024902646809,-0.3774624215441423
3697,2378,3985,2007605.8283,8268278.5956,120.61280917,1,0,2007947.0,8267702,0,0,0,0,26,669.9706074298274,6.507233841914997,-0.650923965669679,-0.7591429318098526
4531,1037,1955,1334945.7826,7924092.1025,152.85348944,1,0,1335808.0,7923650,0,0,0,0,21,968.9548314390008,6.876217997222277,-0.7959365156669634,0.6053800979780667
3764,955,1849,1331408.1605,7905630.2669,174.5266594,1,0,1331484.0,7905623,0,0,0,0,75,76.18685973225726,4.333189003363779,-0.1667237281193493,-0.9860036503390772
3836,263,1575,1471147.8512,7503183.6481,-155.70671174,1,0,1473353.0,7504179,0,0,0,0,20,2419.3814571033777,7.791267190242173,0.9632386873689224,-0.2686470382412491
3678,2631,2806,1599848.2107,8868527.5668,-94.203106856,0,0,1607334.0,8970389,1,0,0,0,63,102136.1278637585,11.534061789396468,-0.9569072364469275,0.2903937685893138
2315,5516,2380,1566638.1558,8247937.8848,-125.33717751,1,0,1567823.0,8249609,0,0,0,0,46,2048.5316179996184,7.624878531575948,-0.8536971335238263,-0.5207698188386135
802,3925,16,2008653.9013,8256292.3791,170.11307213,1,0,2008920.0,8256246,1,0,0,0,64,270.1102350123823,5.598830153499301,0.652177352635874,0.7580664223594545
2596,1930,729,1746861.7397,8058761.8996,-158.78121248,0,0,1771887.0,8068478,1,1,0,0,47,26845.227882542407,10.197843351646954,0.9808312447388252,0.1948591012605951
2139,785,301,2017955.09,8246273.6535,13.620401794,1,1,2016673.0,8245963,0,0,0,0,48,1319.1892832957951,7.184772647573668,-0.6863852374987454,-0.7272381355125644
3757,2036,3405,1413172.2152,7570282.7116,98.886268403,1,0,1413248.0,7569798,0,0,0,0,78,490.60031704600544,6.195629778065529,-0.6553128337030931,0.7553575908032051
2338,1715,488,1948835.371,8299911.8819,140.40986887,1,0,1951718.0,8297528,0,0,0,0,39,3740.647385786343,8.227013973232717,0.5365222667053567,-0.8438861637266878
896,5021,2928,2542821.257,9966741.9933,-105.32008652,1,0,2542947.0,9967201,0,0,0,0,78,475.9185357743979,6.165246696253632,-0.9045954561320044,-0.4262711117884144
3320,5324,227,1986122.7249,8260704.098,-91.228041396,1,0,1986157.0,8262303,0,0,0,0,44,1599.2693294386877,7.377302134821962,-0.990497231274055,0.1375326682589673
5016,1492,2640,1815004.1849,8523148.4196,125.23491075,1,1,1815263.0,8522782,0,0,0,1,65,448.6073776172401,6.106148067820783,0.9955090345472905,0.0946665840448567
3623,2678,1851,1342172.5326,7907842.2857,55.218523602,1,0,1341757.0,7907244,0,0,0,0,20,728.4319600945231,6.590894224011313,0.9805067720859736,0.1964852917995246
5204,1295,477,1979658.736,8342381.1682,-91.244105898,1,1,1979695.0,8344051,0,0,0,0,35,1670.2255290788144,7.420713943645311,-0.9993143296044588,0.0370252703864729
4570,780,3279,1472078.2595,7462020.4348,131.80376767,1,1,1472473.0,7461579,0,0,0,0,42,592.186410677656,6.383821468220235,-0.943475371793832,0.3314426388057074
1105,47,83,2004656.8636,8253798.9253,167.02840323,1,1,2004726.0,8253783,0,0,0,0,50,70.94686029030379,4.261931150199876,0.1775169560638453,0.9841177420968624
2270,2963,830,1657722.4349,8061634.2159,-86.881131594,1,0,1657073.0,8073553,0,1,0,0,34,11936.4643053019,9.387353221259854,0.6793468692255207,0.7338173010180963
5583,4167,315,2029112.7539,8247226.8714,164.38642838,1,0,2031406.0,8246586,0,0,0,0,57,2381.111888698878,7.775322837696441,0.6545532436656651,-0.7560159067154318
507,4840,242,1997162.8356,8268484.1878,179.92643914,1,1,1998088.0,8268483,0,0,0,0,73,925.1651624958658,6.829972275623133,-0.4459152269448271,0.8950751981698205
1810,4495,3104,1935571.0971,8131443.5979,-123.88763547,0,0,1953371.0,8157945,1,0,0,0,37,31924.298841404416,10.37112271797841,0.6488005684242713,0.7609584892833133
2710,376,2917,2132439.1713,9765938.021,0.15933068225,0,0,2020955.0,9765628,0,0,0,0,69,111484.60236045242,11.62164176492431,0.8420670744227194,0.5393728229834743
694,3085,730,1733215.4173,8050220.3749,-160.25067875,1,0,1733855.0,8050450,0,0,0,0,52,679.5540572236391,6.521436784839922,-0.9999909061294456,-0.0042646990996042
5567,3627,434,2019429.8507,8217511.0321,139.23545844,1,0,2019670.0,8217304,0,0,0,0,30,317.0709332642156,5.759125513086224,0.995828909666466,0.0912402469993225
4028,393,3012,2416263.6865,9830225.306,12.73173606,0,0,2415625.0,9830081,1,0,0,0,68,654.7859703124387,6.484308419354856,-0.9934227850576164,-0.1145040179573143
1698,5186,2496,1805988.6418,8312415.1645,-162.65330208,1,0,1806177.0,8312474,0,0,0,0,35,197.3332905706936,5.284894129513306,0.8210371220021313,-0.570874806147948
2657,4254,242,1997162.8356,8268484.1878,169.94017789,1,0,1997333.0,8268454,0,0,0,0,75,172.82137106327104,5.152258523857487,-0.3670850970535072,0.930187363664556
2595,926,1686,1391186.393,7742300.2818,21.895822407,1,0,1390703.0,7742106,0,0,0,0,62,520.9742894425453,6.255700692056891,-0.6088158930080847,0.7933115456242701
1652,4957,620,1889878.1196,8131015.0229,140.33623839,1,0,1890486.0,8130511,0,0,0,0,35,789.6566750358497,6.671598262437874,0.8567551420224956,-0.5157234012705003
4704,1250,1811,1328490.6993,7905858.6282,175.86903663,1,1,1328984.0,7905823,0,0,0,0,33,494.585633895448,6.203720308760599,-0.7330988334405967,0.6801221216870073
1344,634,130,2012620.1033,8246320.9736,-71.19889662,1,0,2012488.0,8246709,0,0,0,0,37,409.8972663579971,6.015906558441938,-0.9488913434937832,0.3156029439700506
1723,5643,1209,1819071.2425,7696432.5349,139.43379947,1,1,1819448.0,7696110,0,0,0,0,61,495.958642957772,6.206492542115004,0.4040592894097052,-0.9147327974013636
5101,3508,197,2001714.0216,8245765.5823,-82.194022718,1,0,2001652.0,8246218,0,0,0,0,64,456.6491586984026,6.12391539080248,-0.9387830429049452,0.3445089234753317
657,74,211,2000884.3574,8251512.3043,-50.812169393,1,0,2000199.0,8252353,0,0,0,0,75,1084.6584834561745,6.989020454635125,0.9246724735736448,0.3807634654417325
5622,5514,122,2013997.2368,8248859.0319,-29.043905587,1,0,2013783.0,8248978,0,0,0,0,33,245.05267860589032,5.501473202150296,-0.272381198881106,0.9621894213179084
2161,802,3999,2037882.392,8286176.1857,-88.371658566,1,0,2037752.0,8290763,0,0,0,0,27,4588.667289785354,8.431344910085343,-0.7217954558596932,-0.6921064368291179
1738,796,1513,1446971.5956,7481384.3985,-43.511165323,0,1,1446123.0,7482190,0,0,0,0,45,1170.0890005214171,7.06483509372044,0.0700962632932005,-0.9975402317061354
1981,5683,2189,1539966.451,8046869.6309,-171.81593499,1,0,1541012.0,8047020,0,0,0,0,47,1056.3065736972314,6.962533738133837,0.915405671405614,0.4025325536629762
1313,840,1886,1332893.1624,7907827.2797,47.085516833,1,1,1332627.0,7907541,0,0,0,0,71,390.8944740026059,5.968437636097825,0.5118338639222287,0.8590844520432444
3030,3334,3961,2442842.3282,9784352.9789,-45.544821908,1,0,2442650.0,9784549,0,0,0,0,37,274.6168388140527,5.61537681269944,0.277916377331197,-0.9606052712800944
1759,5330,30,2011233.1738,8252696.0124,-81.911808906,1,1,2011185.0,8253035,0,0,0,0,22,342.3934987115812,5.835960656679559,0.5261960223766141,0.8503633023802414
5115,31,2760,1932046.6106,8968860.246,87.554351104,1,0,1932005.0,8967886,0,0,0,0,72,975.134201301074,6.882575103886083,-0.3348990186563446,-0.9422540248271788
1484,4279,1861,1330218.4891,7902559.314,179.93654259,1,0,1330502.0,7902559,0,0,0,0,82,283.5110738840243,5.647251183724243,-0.3882341500797876,0.9215607656100736
5099,2018,2687,1865068.4561,8537527.4368,-50.75134051,0,0,1840090.0,8568101,1,1,0,0,22,39479.94473000267,10.583548093597164,0.9999645295016848,0.0084225731504009
2158,2573,4070,1983328.3831,8280414.1406,6.2921713288,1,0,1983182.0,8280398,0,0,0,0,66,147.27026493474398,4.992269435709386,0.965100286100674,-0.2618805792119701
5060,3103,552,1965566.1339,8358721.6962,-80.48938241,0,1,1965260.0,8360549,0,0,1,0,87,1852.770126654468,7.524437163897262,-0.066662812335418,-0.997775560660579
4377,711,15,2006742.323,8254729.0967,26.523768063,1,0,2006115.0,8254416,0,0,0,0,40,701.1160316807643,6.552673396419559,-0.1487846648088042,-0.9888696190690316
99,1299,2310,1503911.0699,8262974.7603,-24.887536644,1,1,1503501.0,8263165,0,0,0,0,24,452.0491857552964,6.1137909919546685,0.6492729544556365,0.7605554750394273
3937,3482,1531,1447457.0598,7479863.3847,41.631159502,1,0,1447433.0,7479842,0,0,0,0,42,32.18974013779649,3.471647772516296,-0.7339364139807788,-0.6792181830848133
176,2850,3024,2414804.0652,9827696.2935,75.905736112,1,0,2414631.0,9827007,0,0,0,0,61,710.6877602675851,6.566233177604325,-0.5582520259035815,0.8296714262734056
823,4918,2437,1841888.6211,8314847.6657,110.60484034,1,1,1841987.0,8314586,0,0,0,0,70,279.5484690023606,5.633175690807185,-0.6121140829207503,-0.790769466715862
1189,1385,2521,1778947.4677,8293087.9183,113.48819418,1,0,1779030.0,8292898,0,0,0,0,33,207.07617250229535,5.333086708679068,0.0741101471798502,-0.9972500619628863
4746,3528,3904,1818015.9337,9126986.1471,61.629457199,0,0,1791855.0,9078543,0,0,0,0,58,55055.72588757688,10.916101149231944,-0.7266297313060144,-0.6870292814590578
3721,448,3017,2412209.7645,9827646.5596,-44.924752103,1,0,2411705.0,9828150,0,0,0,0,28,712.9091364354401,6.569353973913869,0.4553777648996227,0.8902983158666672
4777,4450,2732,1920911.4334,8955261.1558,-26.95347698,0,0,1919838.0,8955807,0,0,0,0,45,1204.2446408057372,7.093607795266454,0.2881676423676156,0.9575799757160182
2664,4550,2701,1825290.8851,8708222.5842,3.9073080061,1,0,1823950.0,8708131,0,0,0,0,72,1344.0091209109837,7.203412307452169,-0.5500306804855838,0.8351444488976537
314,710,1512,1445985.9727,7480848.5214,-54.764209224,0,0,1445393.0,7481688,1,0,0,0,27,1027.784482663244,6.935160776821318,0.9960172598575092,0.0891606306950505
2190,3431,2726,1921415.8219,8952792.0297,12.553399041,0,1,1920522.0,8952593,1,0,0,0,73,915.7130611724448,6.819703063605328,-0.3292565077387424,-0.9442405160295164
2986,1035,1581,1469787.9724,7497860.0026,-146.82426306,1,1,1470643.0,7498419,1,0,0,0,27,1021.5430925654114,6.929069598943427,0.8930990912153075,0.4498599929649133
4699,4721,176,2009131.2393,8237319.6915,136.84245892,1,0,2009373.0,8237093,0,0,0,0,23,331.4170669060473,5.80337760308116,-0.8359490435900849,0.5488070667555424
2401,4149,469,2080258.9391,8343497.7523,-41.710198309,1,1,2078882.0,8344725,0,0,0,0,30,1844.4777586798805,7.519951458780175,0.9688922797955948,-0.2474828279951856
1949,1189,556,1970843.2343,8358671.6592,-20.171632018,1,0,1970336.0,8358858,0,0,0,0,24,540.3790603281693,6.292270856867814,-0.8812005549925491,0.472742616950094
1226,3779,3243,1682701.1927,7606239.0146,79.334007795,0,0,1682307.0,7604146,1,0,0,0,66,2129.8117288971584,7.6637888646077,0.8638987499868114,-0.5036655137799537
